Date,Open,High,Low,Close,Adj Close,Volume,Datetime,Dividends,Stock Splits,Capital Gains
,6.679999828338623,6.679999828338623,6.679999828338623,6.679999828338623,,0,2024-09-30 00:00:00+08:00,0.0,0.0,0.0
,7.619999885559082,7.619999885559082,7.619999885559082,7.619999885559082,,5000,2024-10-01 00:00:00+08:00,0.0,0.0,0.0
,7.619999885559082,7.619999885559082,7.619999885559082,7.619999885559082,,0,2024-10-04 00:00:00+08:00,0.0,0.0,0.0
,7.619999885559082,7.619999885559082,7.619999885559082,7.619999885559082,,0,2024-10-07 00:00:00+08:00,0.0,0.0,0.0
,8.229999542236328,8.229999542236328,8.229999542236328,8.229999542236328,,5000,2024-10-08 00:00:00+08:00,0.0,0.0,0.0
,7.599999904632568,7.599999904632568,7.599999904632568,7.599999904632568,,2000,2024-10-09 00:00:00+08:00,0.0,0.0,0.0
,7.599999904632568,7.599999904632568,7.599999904632568,7.599999904632568,,0,2024-10-11 00:00:00+08:00,0.0,0.0,0.0
,7.599999904632568,7.599999904632568,7.599999904632568,7.599999904632568,,0,2024-10-14 00:00:00+08:00,0.0,0.0,0.0
,7.599999904632568,7.599999904632568,7.599999904632568,7.599999904632568,,0,2024-10-15 00:00:00+08:00,0.0,0.0,0.0
,7.599999904632568,7.599999904632568,7.599999904632568,7.599999904632568,,0,2024-10-16 00:00:00+08:00,0.0,0.0,0.0
,7.599999904632568,7.599999904632568,7.599999904632568,7.599999904632568,,0,2024-10-17 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,2000,2024-10-18 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,2000,2024-10-21 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-10-22 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-10-23 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-10-24 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-10-25 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-10-28 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-10-29 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-10-30 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-11-01 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-11-04 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-11-05 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-11-06 00:00:00+08:00,0.0,0.0,0.0
,7.5,7.5,7.5,7.5,,0,2024-11-07 00:00:00+08:00,0.0,0.0,0.0
,7.889999866485596,7.889999866485596,7.889999866485596,7.889999866485596,,6000,2024-11-08 00:00:00+08:00,0.0,0.0,0.0
,7.75,7.75,7.75,7.75,,2000,2024-11-11 00:00:00+08:00,0.0,0.0,0.0
,7.75,7.75,7.75,7.75,,0,2024-11-12 00:00:00+08:00,0.0,0.0,0.0
,7.75,7.75,7.75,7.75,,0,2024-11-13 00:00:00+08:00,0.0,0.0,0.0
,7.75,7.75,7.75,7.75,,0,2024-11-14 00:00:00+08:00,0.0,0.0,0.0
,7.75,7.75,7.75,7.75,,0,2024-11-15 00:00:00+08:00,0.0,0.0,0.0
,7.75,7.75,7.75,7.75,,0,2024-11-18 00:00:00+08:00,0.0,0.0,0.0
,7.46999979019165,7.46999979019165,7.46999979019165,7.46999979019165,,2000,2024-11-19 00:00:00+08:00,0.0,0.0,0.0
,7.46999979019165,7.46999979019165,7.46999979019165,7.46999979019165,,0,2024-11-20 00:00:00+08:00,0.0,0.0,0.0
,7.46999979019165,7.46999979019165,7.46999979019165,7.46999979019165,,0,2024-11-21 00:00:00+08:00,0.0,0.0,0.0
,7.46999979019165,7.46999979019165,7.46999979019165,7.46999979019165,,0,2024-11-22 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,2000,2024-11-25 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,0,2024-11-26 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,0,2024-11-27 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,0,2024-11-28 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,0,2024-11-29 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,0,2024-12-02 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,0,2024-12-03 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,0,2024-12-04 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,0,2024-12-05 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,0,2024-12-06 00:00:00+08:00,0.0,0.0,0.0
,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,,0,2024-12-09 00:00:00+08:00,0.0,0.0,0.0
,7.710000038146973,7.710000038146973,7.710000038146973,7.710000038146973,,2000,2024-12-10 00:00:00+08:00,0.0,0.0,0.0
,7.710000038146973,7.710000038146973,7.710000038146973,7.710000038146973,,0,2024-12-11 00:00:00+08:00,0.0,0.0,0.0
