Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-15 09:00:00+08:00,10.850000381469728,10.850000381469728,10.800000190734863,10.800000190734863,0,0.0,0.0
2024-02-15 09:05:00+08:00,10.800000190734863,10.800000190734863,10.550000190734863,10.649999618530272,129185,0.0,0.0
2024-02-15 09:10:00+08:00,10.649999618530272,10.649999618530272,10.600000381469728,10.649999618530272,93310,0.0,0.0
2024-02-15 09:15:00+08:00,10.649999618530272,10.649999618530272,10.649999618530272,10.649999618530272,23000,0.0,0.0
2024-02-15 09:20:00+08:00,10.699999809265137,10.699999809265137,10.699999809265137,10.699999809265137,6000,0.0,0.0
2024-02-15 09:25:00+08:00,10.699999809265137,10.699999809265137,10.649999618530272,10.649999618530272,9110,0.0,0.0
2024-02-15 09:30:00+08:00,10.649999618530272,10.649999618530272,10.600000381469728,10.649999618530272,43000,0.0,0.0
2024-02-15 09:35:00+08:00,10.649999618530272,10.649999618530272,10.649999618530272,10.649999618530272,4711,0.0,0.0
2024-02-15 09:40:00+08:00,10.600000381469728,10.649999618530272,10.600000381469728,10.649999618530272,12084,0.0,0.0
2024-02-15 09:45:00+08:00,10.600000381469728,10.699999809265137,10.600000381469728,10.649999618530272,5129,0.0,0.0
2024-02-15 09:55:00+08:00,10.649999618530272,10.649999618530272,10.649999618530272,10.649999618530272,1000,0.0,0.0
2024-02-15 10:00:00+08:00,10.649999618530272,10.649999618530272,10.649999618530272,10.649999618530272,2000,0.0,0.0
2024-02-15 10:05:00+08:00,10.649999618530272,10.649999618530272,10.649999618530272,10.649999618530272,13753,0.0,0.0
2024-02-15 10:10:00+08:00,10.649999618530272,10.649999618530272,10.649999618530272,10.649999618530272,2000,0.0,0.0
2024-02-15 10:15:00+08:00,10.649999618530272,10.649999618530272,10.649999618530272,10.649999618530272,1000,0.0,0.0
2024-02-15 10:25:00+08:00,10.649999618530272,10.649999618530272,10.600000381469728,10.600000381469728,91000,0.0,0.0
2024-02-15 10:30:00+08:00,10.600000381469728,10.600000381469728,10.600000381469728,10.600000381469728,1000,0.0,0.0
2024-02-15 10:35:00+08:00,10.600000381469728,10.600000381469728,10.600000381469728,10.600000381469728,4000,0.0,0.0
2024-02-15 10:40:00+08:00,10.649999618530272,10.649999618530272,10.649999618530272,10.649999618530272,4000,0.0,0.0
2024-02-15 10:45:00+08:00,10.649999618530272,10.649999618530272,10.5,10.550000190734863,200980,0.0,0.0
2024-02-15 10:50:00+08:00,10.600000381469728,10.600000381469728,10.600000381469728,10.600000381469728,1000,0.0,0.0
2024-02-15 10:55:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,18999,0.0,0.0
2024-02-15 11:05:00+08:00,10.600000381469728,10.600000381469728,10.600000381469728,10.600000381469728,34952,0.0,0.0
2024-02-15 11:10:00+08:00,10.600000381469728,10.600000381469728,10.600000381469728,10.600000381469728,2016,0.0,0.0
2024-02-15 11:25:00+08:00,10.600000381469728,10.600000381469728,10.600000381469728,10.600000381469728,20000,0.0,0.0
2024-02-15 11:30:00+08:00,10.600000381469728,10.600000381469728,10.600000381469728,10.600000381469728,14900,0.0,0.0
2024-02-15 11:35:00+08:00,10.600000381469728,10.600000381469728,10.550000190734863,10.550000190734863,21040,0.0,0.0
2024-02-15 11:40:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,10406,0.0,0.0
2024-02-15 11:45:00+08:00,10.600000381469728,10.600000381469728,10.550000190734863,10.550000190734863,5000,0.0,0.0
2024-02-15 11:50:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,3119,0.0,0.0
2024-02-15 11:55:00+08:00,10.600000381469728,10.600000381469728,10.600000381469728,10.600000381469728,2345,0.0,0.0
2024-02-15 12:00:00+08:00,10.600000381469728,10.600000381469728,10.600000381469728,10.600000381469728,1020,0.0,0.0
2024-02-15 12:10:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,80000,0.0,0.0
2024-02-15 12:15:00+08:00,10.550000190734863,10.550000190734863,10.5,10.5,8000,0.0,0.0
2024-02-15 12:20:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,30188,0.0,0.0
2024-02-15 12:25:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,6100,0.0,0.0
2024-02-15 12:30:00+08:00,10.600000381469728,10.600000381469728,10.600000381469728,10.600000381469728,1050,0.0,0.0
2024-02-15 12:35:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,24005,0.0,0.0
2024-02-15 12:40:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,6073,0.0,0.0
2024-02-15 12:45:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,10000,0.0,0.0
2024-02-15 12:50:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,22151,0.0,0.0
2024-02-15 12:55:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,8149,0.0,0.0
2024-02-15 13:00:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,2300,0.0,0.0
2024-02-15 13:05:00+08:00,10.550000190734863,10.600000381469728,10.5,10.600000381469728,48032,0.0,0.0
2024-02-15 13:10:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,10000,0.0,0.0
2024-02-15 13:15:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,16000,0.0,0.0
2024-02-15 13:20:00+08:00,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,16000,0.0,0.0
2024-02-16 09:00:00+08:00,10.949999809265137,11.550000190734863,10.899999618530272,11.550000190734863,0,0.0,0.0
2024-02-16 09:05:00+08:00,11.5,11.600000381469728,11.350000381469728,11.600000381469728,833140,0.0,0.0
2024-02-16 09:10:00+08:00,11.550000190734863,11.600000381469728,11.5,11.550000190734863,418130,0.0,0.0
2024-02-16 09:15:00+08:00,11.550000190734863,11.649999618530272,11.5,11.550000190734863,1093261,0.0,0.0
2024-02-16 09:20:00+08:00,11.600000381469728,11.649999618530272,11.550000190734863,11.649999618530272,1231349,0.0,0.0
2024-02-16 09:25:00+08:00,11.649999618530272,11.649999618530272,11.600000381469728,11.649999618530272,1781288,0.0,0.0
2024-02-16 09:30:00+08:00,11.649999618530272,11.649999618530272,11.649999618530272,11.649999618530272,78885,0.0,0.0
2024-02-16 09:35:00+08:00,11.649999618530272,11.649999618530272,11.649999618530272,11.649999618530272,36000,0.0,0.0
2024-02-16 09:40:00+08:00,11.649999618530272,11.649999618530272,11.649999618530272,11.649999618530272,144225,0.0,0.0
2024-02-16 09:45:00+08:00,11.649999618530272,11.649999618530272,11.649999618530272,11.649999618530272,24989,0.0,0.0
2024-02-16 09:50:00+08:00,11.649999618530272,11.649999618530272,11.649999618530272,11.649999618530272,11701,0.0,0.0
2024-02-16 09:55:00+08:00,11.649999618530272,11.649999618530272,11.649999618530272,11.649999618530272,89000,0.0,0.0
2024-02-16 10:00:00+08:00,11.649999618530272,11.649999618530272,11.649999618530272,11.649999618530272,20634,0.0,0.0
2024-02-16 10:05:00+08:00,11.649999618530272,11.649999618530272,11.649999618530272,11.649999618530272,93300,0.0,0.0
2024-02-16 10:10:00+08:00,11.649999618530272,11.649999618530272,11.649999618530272,11.649999618530272,14550,0.0,0.0
2024-02-16 10:15:00+08:00,11.649999618530272,11.649999618530272,11.649999618530272,11.649999618530272,8784,0.0,0.0
