Date,Open,High,Low,Close,Adj Close,Volume,Datetime,Dividends,Stock Splits,Capital Gains
,14.470566701214413,14.470566701214413,14.323806762695312,14.323806762695312,,3018641,2024-09-30 00:00:00+08:00,0.0,0.0,0.0
,14.392293864324348,14.460781707676528,14.343373576325554,14.411861419677734,,4190955,2024-10-01 00:00:00+08:00,0.0,0.0,0.0
,14.4803501961068,14.499917751460186,14.382509620109213,14.411861419677734,,17103000,2024-10-04 00:00:00+08:00,0.0,0.0,0.0
,14.460783000714189,14.627111434936523,14.460783000714189,14.627111434936523,,8646271,2024-10-07 00:00:00+08:00,0.0,0.0,0.0
,14.627109812938937,14.636894056943975,14.450998086232557,14.52927017211914,,8846580,2024-10-08 00:00:00+08:00,0.0,0.0,0.0
,14.685814782155877,14.685814782155877,14.539053916931152,14.539053916931152,,6954220,2024-10-09 00:00:00+08:00,0.0,0.0,0.0
,14.627110026924054,14.656461826291705,14.597758227556405,14.617325782775879,,6350999,2024-10-11 00:00:00+08:00,0.0,0.0,0.0
,14.61732691625778,14.734735988986472,14.597759359520964,14.72495174407959,,8979591,2024-10-14 00:00:00+08:00,0.0,0.0,0.0
,14.852143399365243,14.852143399365243,14.793438865883418,14.813007354736328,,11252500,2024-10-15 00:00:00+08:00,0.0,0.0,0.0
,14.754303206861026,14.852143787528847,14.715167161209283,14.84235954284668,,13890112,2024-10-16 00:00:00+08:00,0.0,0.0,0.0
,14.931294347180183,14.951058260398788,14.83247760827291,14.862122535705566,,4203133,2024-10-17 00:00:00+08:00,0.15,0.0,0.0
,14.921413316231252,14.951058243630662,14.822595635039555,14.852240562438965,,4774632,2024-10-18 00:00:00+08:00,0.0,0.0,0.0
,14.872003670367263,14.970820403813123,14.852239758240973,14.951057434082031,,3174874,2024-10-21 00:00:00+08:00,0.0,0.0,0.0
,14.970820535477635,15.049874299887659,14.921412639517776,15.039993286132812,,4319722,2024-10-22 00:00:00+08:00,0.0,0.0,0.0
,15.04987441373853,15.18821897370024,15.039993399908933,15.119047164916992,,6159236,2024-10-23 00:00:00+08:00,0.0,0.0,0.0
,15.188218858802806,15.188218858802806,15.010347417682647,15.039993286132812,,6810504,2024-10-24 00:00:00+08:00,0.0,0.0,0.0
,15.039994277922771,15.119048047545878,15.030112321121065,15.069639205932617,,3765999,2024-10-25 00:00:00+08:00,0.0,0.0,0.0
,15.119047959401831,15.168456800727036,14.980703392170307,15.010348320007324,,7033993,2024-10-28 00:00:00+08:00,0.0,0.0,0.0
,14.980703165590521,14.980703165590521,14.78306874567414,14.84235954284668,,14537500,2024-10-29 00:00:00+08:00,0.0,0.0,0.0
,14.901649274383129,14.941176158039505,14.743541739757616,14.763304710388184,,7667017,2024-10-30 00:00:00+08:00,0.0,0.0,0.0
,14.67437001730844,14.822595596313477,14.526143495908157,14.822595596313477,,8659023,2024-11-01 00:00:00+08:00,0.0,0.0,0.0
,14.951058092011227,14.951058092011227,14.743541717529297,14.743541717529297,,23795920,2024-11-04 00:00:00+08:00,0.0,0.0,0.0
,14.743541739757616,14.852240434213845,14.713896812614143,14.763304710388184,,11960499,2024-11-05 00:00:00+08:00,0.0,0.0,0.0
,14.842359674850332,14.951058371172264,14.822595761485294,14.941176414489746,,10709057,2024-11-06 00:00:00+08:00,0.0,0.0,0.0
,14.951057661812605,15.138810117896172,14.94117570559894,15.10916519165039,,12125386,2024-11-07 00:00:00+08:00,0.0,0.0,0.0
,15.168456800727036,15.227746656401072,14.960940421077384,15.010348320007324,,15314503,2024-11-08 00:00:00+08:00,0.0,0.0,0.0
,15.01034822647686,15.02023018315938,14.862122645820111,14.941176414489746,,13357997,2024-11-11 00:00:00+08:00,0.0,0.0,0.0
,14.881886359785929,14.901649330490908,14.792950635625406,14.802831649780273,,20232116,2024-11-12 00:00:00+08:00,0.0,0.0,0.0
,14.802831716468152,14.852240557046061,14.753423818285494,14.84235954284668,,11106568,2024-11-13 00:00:00+08:00,0.0,0.0,0.0
,14.852240394918091,14.89176727846989,14.704014817197656,14.733659744262695,,18753999,2024-11-14 00:00:00+08:00,0.0,0.0,0.0
