Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-15 09:00:00+08:00,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,0,0.0,0.0
2024-02-15 09:05:00+08:00,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,15607,0.0,0.0
2024-02-15 09:10:00+08:00,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,3216,0.0,0.0
2024-02-15 09:20:00+08:00,10.899999618530272,10.949999809265137,10.899999618530272,10.949999809265137,12180,0.0,0.0
2024-02-15 09:45:00+08:00,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,2037,0.0,0.0
2024-02-15 09:50:00+08:00,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,2046,0.0,0.0
2024-02-15 09:55:00+08:00,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,32200,0.0,0.0
2024-02-15 10:00:00+08:00,10.899999618530272,10.949999809265137,10.899999618530272,10.949999809265137,11000,0.0,0.0
2024-02-15 10:05:00+08:00,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,3648,0.0,0.0
2024-02-15 11:10:00+08:00,10.899999618530272,10.899999618530272,10.899999618530272,10.899999618530272,7330,0.0,0.0
2024-02-15 11:15:00+08:00,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,1387,0.0,0.0
2024-02-15 11:45:00+08:00,10.949999809265137,11.0,10.949999809265137,10.949999809265137,38750,0.0,0.0
2024-02-15 12:00:00+08:00,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,3046,0.0,0.0
2024-02-15 12:10:00+08:00,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,2130,0.0,0.0
2024-02-15 13:15:00+08:00,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,12000,0.0,0.0
2024-02-15 13:20:00+08:00,10.949999809265137,11.0,10.949999809265137,11.0,6000,0.0,0.0
2024-02-16 09:00:00+08:00,11.0,11.0,11.0,11.0,0,0.0,0.0
2024-02-16 09:05:00+08:00,11.0,11.0,11.0,11.0,2354,0.0,0.0
2024-02-16 09:15:00+08:00,10.949999809265137,11.0,10.949999809265137,11.0,9079,0.0,0.0
2024-02-16 09:20:00+08:00,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,2080,0.0,0.0
2024-02-16 09:25:00+08:00,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,5030,0.0,0.0
2024-02-16 09:35:00+08:00,11.0,11.0,11.0,11.0,2669,0.0,0.0
2024-02-16 09:40:00+08:00,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,1620,0.0,0.0
2024-02-16 09:45:00+08:00,11.0,11.0,11.0,11.0,1822,0.0,0.0
2024-02-16 10:10:00+08:00,11.0,11.0,11.0,11.0,2000,0.0,0.0
2024-02-16 10:15:00+08:00,11.0,11.0,11.0,11.0,1110,0.0,0.0
2024-02-16 10:20:00+08:00,11.0,11.0,11.0,11.0,13100,0.0,0.0
2024-02-16 10:35:00+08:00,11.0,11.0,11.0,11.0,1285,0.0,0.0
2024-02-16 10:40:00+08:00,11.0,11.0,11.0,11.0,6010,0.0,0.0
2024-02-16 10:50:00+08:00,11.0,11.0,11.0,11.0,2776,0.0,0.0
2024-02-16 11:05:00+08:00,11.0,11.0,11.0,11.0,26000,0.0,0.0
2024-02-16 11:10:00+08:00,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,1151,0.0,0.0
2024-02-16 11:15:00+08:00,11.050000190734863,11.050000190734863,11.0,11.0,3695,0.0,0.0
2024-02-16 11:45:00+08:00,11.0,11.0,11.0,11.0,1289,0.0,0.0
2024-02-16 11:55:00+08:00,11.0,11.0,11.0,11.0,3150,0.0,0.0
2024-02-16 12:05:00+08:00,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,1488,0.0,0.0
2024-02-16 12:25:00+08:00,11.0,11.0,11.0,11.0,2068,0.0,0.0
2024-02-16 12:35:00+08:00,11.0,11.0,11.0,11.0,16270,0.0,0.0
2024-02-16 12:40:00+08:00,11.0,11.0,11.0,11.0,1201,0.0,0.0
2024-02-16 12:50:00+08:00,11.0,11.0,11.0,11.0,1784,0.0,0.0
2024-02-16 12:55:00+08:00,11.0,11.0,11.0,11.0,1011,0.0,0.0
2024-02-16 13:00:00+08:00,11.0,11.0,11.0,11.0,3130,0.0,0.0
2024-02-16 13:05:00+08:00,11.0,11.0,11.0,11.0,3020,0.0,0.0
2024-02-16 13:10:00+08:00,11.0,11.0,11.0,11.0,2050,0.0,0.0
2024-02-16 13:15:00+08:00,11.0,11.0,11.0,11.0,2028,0.0,0.0
2024-02-16 13:20:00+08:00,11.0,11.0,11.0,11.0,2847,0.0,0.0
2024-02-19 09:00:00+08:00,11.0,11.050000190734863,11.0,11.050000190734863,0,0.0,0.0
2024-02-19 09:10:00+08:00,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,3225,0.0,0.0
2024-02-19 09:15:00+08:00,11.0,11.0,11.0,11.0,5345,0.0,0.0
2024-02-19 09:20:00+08:00,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,2179,0.0,0.0
2024-02-19 09:25:00+08:00,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,1000,0.0,0.0
2024-02-19 09:30:00+08:00,11.0,11.0,11.0,11.0,20000,0.0,0.0
2024-02-19 09:35:00+08:00,11.0,11.0,11.0,11.0,8999,0.0,0.0
2024-02-19 09:45:00+08:00,11.0,11.0,11.0,11.0,9000,0.0,0.0
2024-02-19 09:50:00+08:00,11.0,11.0,11.0,11.0,17100,0.0,0.0
2024-02-19 09:55:00+08:00,11.0,11.0,11.0,11.0,16320,0.0,0.0
2024-02-19 10:10:00+08:00,11.050000190734863,11.100000381469728,11.050000190734863,11.100000381469728,65000,0.0,0.0
2024-02-19 10:15:00+08:00,11.149999618530272,11.149999618530272,11.100000381469728,11.100000381469728,2351,0.0,0.0
2024-02-19 10:25:00+08:00,11.100000381469728,11.100000381469728,11.100000381469728,11.100000381469728,1160,0.0,0.0
2024-02-19 10:35:00+08:00,11.100000381469728,11.100000381469728,11.100000381469728,11.100000381469728,1000,0.0,0.0
2024-02-19 10:40:00+08:00,11.050000190734863,11.050000190734863,11.050000190734863,11.050000190734863,4632,0.0,0.0
2024-02-19 10:45:00+08:00,11.100000381469728,11.100000381469728,11.100000381469728,11.100000381469728,1010,0.0,0.0
2024-02-19 10:55:00+08:00,11.100000381469728,11.100000381469728,11.100000381469728,11.100000381469728,1329,0.0,0.0
2024-02-19 11:10:00+08:00,11.100000381469728,11.100000381469728,11.100000381469728,11.100000381469728,1000,0.0,0.0
2024-02-19 11:20:00+08:00,11.100000381469728,11.100000381469728,11.050000190734863,11.050000190734863,13100,0.0,0.0
